Date,News,Score,Binary Score
12/12/2014 0:00,"At the end of October this year, nearly 119 million Bangladeshis used cellphones and Airtel had 7.56 million users, making it the fourth largest operator in the country's fiercely competitive mobile phone market, where Grameenphone, Banglalink, Robi and Airtel  control as much as 94 per cent shares.",4,1
12/13/2014 0:00,"Presently, only two operators - Grameenphone (GP) and Robi - are providing the bill payment facility. Of them, the leading mobile phone operation GP provides the service across the country, while Robi provides it in some selected zones.",3,1
12/13/2014 0:00,"Beximco Pharma dominated the week's top turnover chart with shares worth Tk 711.58 million changing hands followed by Hamid Fabrics, Summit Alliance Port, GP and Square Pharma.",4,1
12/16/2014 0:00,"Fu-Wang Foods Ltd was the most traded stock with shares worth Tk 122.09 million changing hands followed by Western Marine, Agni Systems, Square Pharma and Olympic Industries.",4,1
12/18/2014 0:00,"The investors seemed divided about future market direction, with half of them invested in volatility based trading strategy for small-cap stocks, while others put their attention to sector giants like Lafarge Surma Cement, Square Pharma and GP, the merchant bank added.",2,0
12/19/2014 0:00,"In a letter sent to Grameenphone CEO Rajeev Sethi on Wednesday, the BSREA said it has come to their notice that Telenor/Grameenphone has taken a decision to escalate solar power for BTS in Bangladesh with global enlisted vendors of Telenor, and not with local Bangladeshi companies, who already have years of experience in doing the same with GP.",4,1
12/19/2014 0:00,"Quasem Drycells was the most traded stock with shares worth Tk 82.68 million changing hands followed by Fu-Wang Foods, RAK Ceramics, Square Pharma and Agni Systems.",3,1
12/27/2014 0:00,"Lafarge Surma Cement dominated the week's top turnover chart, with shares worth Tk 382.66 million changing hands followed by Square Pharma, Beximco Pharma, GP and Agni Systems.",4,1
12/28/2014 0:00,"Lafarge Surma Cement was the most traded stock with shares worth Tk 86.81 million changing hands followed by MJL BD, Square Pharma, Summit Alliance Port and DESCO",4,1
1/12/2015 0:00,"Share prices of listed multinational companies (MNCs) posted hefty gains in the just concluding calendar year compared to previous year.Grameenphone (GP), the country's top mobile phone operator, listed second in terms of price rise. GP's share price rose 75.61 per cent to Tk 360 at the closing session of the year.",5,1
1/12/2015 0:00,The government's revenue authority has sought legal opinion on placing demand notice to the telecom-giant Grameenphone (GP) Limited for realising Tk 800 million in unpaid VAT along with interests on the amount.,2,0
1/13/2015 0:00,"Amid extreme volatility observed throughout the whole trading session, Dhaka stocks Monday posted the highest turnover value in last one month riding on investors' fresh buying spree, insiders said.",2,0
1/17/2015 0:00,"Corporate tax collection performance remains dismal.The calendar year 2015 started with political unrest and uncertainty, posing a threat to overall business and import-export trade.Mobile-phone company Grameenphone remain largest corporate taxpayer under LTU..",2,0
1/21/2015 0:00,"A total of 66 corporate entities won the ""ICMAB Best Corporate Awards-2014"" Tuesday for their outstanding performance especially in maintaining corporate governance.
Square Pharmaceuticals Ltd bagged the first award in the pharmaceuticals category while Beximco Pharmaceuticals Ltd and GlaxoSmithKline Bangladesh Ltd the second and third awards.",5,1
2/3/2015 0:00,"Stocks tumbled for the consecutive fourth session Monday as ongoing political unrest hit the investors' confidence.The market opened with a free fall and downturn continued till the market closure amid volatile trading.GP was the most traded stock with shares worth Tk 109 million changing hands followed by Lafarge Surma Cement, CVO Petrochemical, Square Pharma and C&A Textiles.",2,0
2/6/2015 0:00,"For the first time in Bangladesh US FDA (United States Food and Drug Administration) conducted cGMP (Current Good Manufacturing Practices) audit of Bangladesh Pharmaceutical manufacturing facilities in January 2015. Square Pharmaceuticals Ltd, the leading Bangladesh Pharmaceutical company, was audited on this occasion. US FDA audit is considered to be most rigorous among all the Pharmaceutical cGMP inspections of the developed countries.",4,1
2/17/2015 0:00,"Square Pharmaceuticals led the industry with a market share of 19.21 per cent. Incepta and Beximco took 2nd and 3rd positions with market shares of 10.42 per cent and 8.47 per cent respectively. Interestingly except for Square, Beximco, Renata and ACI, none of the other leading 6 companies in the top 10 are listed in the Dhaka Stock Exchange (DSE) or Chittagong Stock Exchange (CSE).",5,1
2/26/2015 0:00,"Stocks suffered a major setback Wednesday with key index of the prime bourse dipping below 4,800-mark again as investors went for panic sell-off, fearing further fall.IDLC Investments said: ""Since the news of political distance between major political fronts emerges, panic driven sell pressure turned down the market as investors tried to minimize losses"".Investors remind most active in the large-cap segment, where MJL BD was the most liquid name, followed by Square Pharma and Lafarge Surma Cement.",2,0
3/6/2015 0:00,The parliamentary standing committee on public accounts asked Thursday the National Board of Revenue (NBR) to consider filing appeals with the High Court (HC) after examining the judgments of a tribunal relating to Tk 1.72 billion income tax-related audit objections against five banks.The committee suggested settling of the audit objection of Square Pharmaceuticals Ltd on evasion of Tk 38.63 million income tax by showing less net sales.,2,0
3/11/2015 0:00,"Stocks closed marginally higher Tuesday after previous session's flat movement as investors went for buying spree on large-cap stocks despite no improvement in the political front.Shahjibazar Power Company continued to top the turnover chart with shares worth Tk 148.26 million changing hands followed by Square Pharma, IFAD Autos, Lafarge Surma Cement and Shasha Denims.
",3,1
3/16/2015 0:00,"Customers of Grameenphone will now be able to enjoy international benefits abroad.The offer includes services from notable restaurants, cafes, bookstores, grooming outlets, fashion stores, theme parks etc, reports BSS.Grameenphone recently inked separate agreements with Malaysian telecom operator Digi and renowned travel booking website agoda.com, said a press release Sunday..",4,1
3/18/2015 0:00,"Local pharmaceutical companies' reputation for manufacturing excellence and products' quality help them get approval for export of drugs to the world's highly regulated market.According to sources, Square, Beximco, Eskayef, Incepta and Renata are enjoying UKMHA and these companies have gained access of at least 15 products to the UK market.Square and Beximco have already obtained approval from the Australian TGA.",4,1
3/19/2015 0:00,"World's largest mobile phone manufacturer Samsung will launch its flagship smartphones Samsung Galaxy S6 and S6 edge in Bangladesh with Grameenphone Ltd, reports UNB.Grameenphone customers will be able to pre-book the handsets from March 23",3,1
3/29/2015 0:00,"Advanced Chemical Industries Limited (ACI Limited), a pharma sector company, dominated the week's top turnover chart on the Dhaka Stock Exchange (DSE) last week that ended on Wednesday.Newly listed Shasha Denims also came to the top turnover list with shares worth Tk 352.23 million where Square Pharma was Tk 272.60 million.",1,0
3/31/2015 0:00,Cellular phone operator Grameenphone reshuffled internet packages considering the affordability of different customer segments,4,1
4/10/2015 0:00,"The meeting between the government and the mobile-phone operators including grameenphone(GP) failed to reach a consensus on the disputed SIM replacement tax issues, creating an uncertainty over the planned spectrum auction.According to the final NBR report, Grameenphone was scheduled to pay Tk 15.62 billion to the NBR as SIM replacement tax.",1,0
4/13/2015 0:00,"Grameenphone (GP) has awarded the ""Hongkong and Shanghai Banking Corporation Limited"" award in Bangladesh  for two consecutive years, 2015 and 2016.The selection of the banking partner has been made based on a RFP (Request for Proposal) floated by Grammenphone.",4,1
4/22/2015 0:00,GP expects technology-neutral auction for 1800 MHz spectrum.,4,1
4/23/2015 0:00,Grameenphone Career Boot Camp held at BUP.,3,1
4/23/2015 0:00,SIBL bond certificate handover ceremony held,3,1
4/30/2015 0:00,Grameenphone Ltd is going to launch an economic SMS service for its outbound roaming customers from  Thursday (today).This new service will allow the roaming customers of Grameenphone to send SMS to any Bangladeshi mobile number from abroad at only Tk 2 (VAT applicable).,4,1
5/4/2015 0:00,"Large market of the USA could be a great opportunity for export of the pharmaceutical products from Bangladesh.This was stated by Mr. Parvez Hashim, Executive Director (Operations) of Square Pharmaceuticals Ltd at a city seminar recently, said a press release issued Sunday.",4,1
5/5/2015 0:00,"GP revenue sees marginal rise.Grameenphone reported revenue of Tk 25.2 billion for the first quarter (Q1) of 2015, up marginally by 1 per cent against the corresponding period last year.",5,1
6/10/2015 0:00,"Unlike last year, the 2015-16 national budget has not thrown the investing public in the stock market into despair.By any standard, stocks from the mobile phone companies would have been much desired ones by the stock investors but unfortunately they were not made available to the investing public excepting those of the Grameenphone.The Grameenphone was the only cell phone company and also the last multinational company to be listed with the bourses offering ownership in its equity to the local investors.",4,1
6/24/2015 0:00,"US FDA (United States Food and Drug Administration) has recently released Establishment Inspection Report (EIR) on recent Pre Approval Inspection (PAI ) to Square Pharmaceuticals Ltd.The report states that Square had a satisfactory cGMP inspection covering manufacturing of solid dosage form. Square has taken necessary preparations to manufacture launched quantity of the product, according to a statement",5,1
7/7/2015 0:00,Grameenphone should improve its service. we dial Grammenphone helpline we do not get any help and often it takes ages to reach a customer care person.,1,0
7/8/2015 0:00,"Grameenphone is accused of cheating customers. Grameenphone denies the charge, asserting customers were indeed informed of the compensatory talk-time being discontinued, but cannot say when and how it was done.",1,0
10/1/2015 0:00,Telecommunication sector led the top market cap losers on Wednesday with 1.80 per cent loss as two companies of the sector witnessed a significant price fall. The telecommunication sector included only two companies -the largest market capitalisation leader GrameenPhone (GP) and the state-owned Bangladesh Submarine Cable Company Limited (BSCCL).,1,0
10/2/2015 0:00,"Meanwhile, the two heavyweight multinational stocks -- Grameenphone (GP) and Lafarge Surma Cement-- which capture almost 17 per cent of total market cap of the DSE, took a break in their price fall last week.",1,0
10/14/2015 0:00,"GrameenPhone (GP), the lone listed mobile phone company, dominated the top market cap list that accounted for 13.74 per cent of the DSE's total market cap. GP's total market cap stood at Tk 384.97 billion on September 30, according to statistics of the DSE.",5,1
10/19/2015 0:00,"According to market insiders, the companies which contributed significantly behind the Sunday's sharp fall are Grameenphone, Lafarge Surma Cement and MJL Bangladesh. On the day, the market price of Grameenphone declined 1.19 per cent or Tk 2.9 to close at Tk 244.60",1,0
10/20/2015 0:00,"Grameenphone Ltd has reported revenue of BDT 77.9 billion for the first 9 months of 2015, up 1.6 per cent from the same period of last year. Service revenue (excluding IC) grew by 1.4 per cent (YoY) along with 5 per cent (YoY) growth in device and other revenues.",5,1
10/28/2015 0:00,Telecom sector posts 0.7pc gain despite market fall. The telecommunication sector included only two companies - the largest market cap GrameenPhone (GP) and the state-owned Bangladesh Submarine Cable Company Limited (BSCCL).,5,1
11/4/2015 0:00,Square Pharma dominates top turnover chart. Square Pharmaceuticals Limited dominated the day's top turnover chart on the Dhaka Stock Exchange (DSE) on Tuesday with a turnover value of Tk 211 million.,5,1
11/10/2015 0:00,"United Power Generation & Distribution also came to the top turnover list with shares of Tk 150 million changing hands followed by Square Pharma of Tk 130 million, Share prices of Square Pharma closed at Tk 251.3, after gaining 0.81 per cent while share prices of Lafarge Surma rose 0.36 per cent to close at Tk 82.8 on Monday.",4,1
11/11/2015 0:00," 28 cos get ICSB Corporate Governance Award 2014. Beximco Pharmaceutical Ltd won the gold prize, while Square Pharmaceuticals and Advanced Chemicals Industries (ACI) were awarded the silver and bronze prizes respectively.",5,1
11/15/2015 0:00,GP STAR Customers to Redeem Discount at Aarong.  This campaign will be effective starting November 15 and run till December 15. GP STAR customers shopping at Aarong will receive a 10% discount with every purchase made with either cash or credit card. ,4,1
11/18/2015 0:00,"enphone's market share is down to nearly 40 per cent. Learning, adopting new strategies, and developing effective competition among the various players take time.",4,1
11/22/2015 0:00,"Lux, Grameenphone, KFC and Radhuni along with 100 other names won awards as the finest brands by Bangladesh Brand Forum Saturday . BBF honoured the leading brands in 35 categories based on a month-long countrywide consumer survey carried out by American brand research company Millward Brown in Dhaka.",4,1
11/23/2015 0:00,Share prices of all top ten turnover companies closed higher except Square Pharmaceutical which lost slightly by 0.28 per cent to close at Tk 247.7.,1,0
12/1/2015 0:00,"Stocks end flat with choppy trading. ""Stock-wise activities were prevalent in the market, as BSRM and BSRM Steels were buoyant with high demand from investors, Malek Spinning kept spiking on sponsor buy while Beximco Pharma and Square Pharma lured investors in search of safe heaven,"" said the merchant bank.",4,1
12/1/2015 0:00,"Stocks end flat with choppy trading. The large-cap sectors showed mixed performance. Telecommunication saw a significant gain of 3.38 per cent, riding on GrameenPhone, which advanced 4.25 per cent alone",5,1
12/2/2015 0:00,"DSEX crosses 4,600-mark on buying spree. The merchant bank noted that all the cap classes ended in positive territory, with large-cap stocks like GP, Square Pharma and Beximco Pharma were the market movers.",4,1
12/6/2015 0:00,"Stocks end marginally higher with volatility.   Quasem Drycells was the day’s top turnover chart with shares of Tk 255 million changing hands followed by BSRM Steels, Square Pharma, MI Cement and Delta Life Insurance.",4,1
12/8/2015 0:00,"Square Pharma also came to the top ten turnover list with shares of Tk 136 million changing hands followed by KDS Accessories Tk 133 million, IFAD Autos Tk 126 million, Beximco Tk 96 million and Lafarge Surma Cement Tk 90 million changed hands.",4,1
12/10/2015 0:00,"GP successfully concludes telenor youth forum 2015. Grameenphone, leading mobile operator in the country, has successfully concluded the third installment of the Telenor Youth Forum (TYF) on Saturday, says a press release. The theme of the year's TYF is 'Knowledge for All'.",4,1
12/11/2015 0:00,"24 banks, NBFIs, insurers, NGOs bag ICAB Award. The lone Grameenphone Limited received the award in the communication and information technology category",4,1
12/12/2015 0:00,Most of the sectors posted negative return last week on Dhaka Stock Exchange (DSE) with telecommunication being the biggest loser as share price of the heavyweight Grameenphone (GP) tumbled.,1,0
12/13/2015 0:00,"Square Pharma dominated the turnover chart with share of Tk 156 million changing hands followed by Beximco Pharma, Delta Life Insurance, Quasem Drycells and BSRM Steels.",4,1
12/14/2015 0:00,"Digital Marketing Summit 2015 held in City, Presented by Grameenphone. ",3,1
12/14/2015 0:00,Square Pharmaceuticals Limited (Square Pharma) witnessed the highest market participation Sunday on the Dhaka Stock Exchange (DSE) as investors were active on both sides of its share,5,1
12/16/2015 0:00,"US Food and Drug Administration's recent approval to Beximco Pharma and Square Pharma also encouraged the investors to focus in pharma stocks, said an analyst. Among the top ten turnover companies, six companies -Beximco Pharma, Quasem Drycells, Square Pharma, Emerald Oil, Singer BD and Saif Powertec saw their share price surge while four other companies share declined.",4,1
12/18/2015 0:00,Grameenphone organised the historical event styled 'Prathom Bijoy Ullash' with the assistance of the Ministry of Cultural Affairs and Channel-i. Local administrations extended necessary cooperation.,4,1
12/20/2015 0:00,"City Bank and Grameenphone have recently signed a sales collection agreement under which City Bank will provide state-of-the-art automated solutions to Grameenphone (GP) to manage their sales collection with real-time information from all over the country, said a statement.",4,1
12/21/2015 0:00,"Grameenphone (GP) clinched the title of the AL Haramain 5th T20 Corporate Cricket- 2015 on the Shyamoli Club ground in the city Saturday, said a press release.",4,1
12/25/2015 0:00,"Most listed cos declared, approved cash dividends in 2015. The companies which recommended above 100 per cent cash dividends in 2015 are: BATBC, Reckitt Benckiser (BD), Marico Bangladesh, Glaxo Smithkline, Heidelberg Cement, Linde Bangladesh, Bata Shoe, Berger Paints, Singer Bangladesh and Grameenphone",4,1
2/2/2016 0:00,"In a major development, the US Food and Drug Administration approved Square Pharmaceuticals and Beximco Pharmaceuticals",5,1
10/23/2016 0:00,"Grameenphone Ltd. reported revenue of BDT 29.4 billion for the 3rd quarter of 2016, an 11.2 per cent growth from the same period last year.",4,1
11/1/2016 0:00,BTRC fines GP Tk 300m.,2,0
11/13/2016 0:00,"The heavyweight telecommunication sector, which comprised two issues - Grameenphone (GP) and Bangladesh Submarine Cable Company (BSCCL) - also edged up 0.14 per cent.",4,1
11/18/2016 0:00,Grameenphone (GP) was the most-traded issue on the port city bourse,5,1
11/21/2016 0:00,Grameenphone (GP) was the most-traded issue on the port city bourse.,5,1
11/22/2016 0:00,Government will honour grameenPhone will get tax card in the telecommunications category.,5,1
11/23/2016 0:00,Grameenphone runs GP Accelerator and they have just taken in a second batch of 5 Startups and USAID Agro-Value Chain (AVC) Project is running Peer to Peer Accelerator Network Program for Agro-SMBs in the southern region of Bangladesh,3,1
11/23/2016 0:00,UBER-we are excited to partner with Bangladesh's leading telecom partner Grameenphone with their most powerful 3G network.,5,1
11/23/2016 0:00,"GP was the fifth on the DSE turnover list with 533,392 shares of Tk 154 million changing hands.",4,1
11/24/2016 0:00,The five-night fest will see legends of Indian classical music is presented by Square,4,1
11/25/2016 0:00,GrameenPhone won tax card in the telecommunication category.,5,1
11/27/2016 0:00,"GP, the largest market cap listed company in the country's stock exchanges rose 2.0 per cent to close at Tk 339.90 each on Thursday at DSE.",4,1
12/7/2016 0:00,"GP has invested a significant amount during this period to expand its 3G coverage and strengthening of 2G network, said Sayed Talat Kamal, the head of External Communications of Grameenphone.",4,1
12/10/2016 0:00,"According to the latest figures of Grameenphone (GP), the country's biggest mobile operator and 3G service provider, its data revenue has seen a 72.1percent growth year-on-year in third quarter (Q3) of this year",5,1
12/23/2016 0:00,"GP, the largest market cap listed company in Bangladesh's stock markets advanced 1.0 per cent while the state-owned BSCCL fell 1.0 per cent.",5,1
2/1/2017 0:00,Bringing multinationals to stock market: The Grameenphone was the last multinational company going public in 2009,1,0
2/27/2017 0:00,"Facilitating access of small operators to mobile towers:almost 30,000 such expensive facilities have been installed, 12,000 of them owned by the market leader GrameenPhone (GP)",4,1
5/12/2017 0:00,"Bangladesh’s stocks up at opening Tuesday:Among the listed multinational companies, share price of BATBC and Grameenphone are showing rising trend.",3,1
5/21/2017 0:00,Annual inflow of the Foreign Direct Investment (FDI) increased by around by around 4.40 per cent in the last calendar year,4,1
6/6/2017 0:00,"Mobile phone operators Grameenphone (GP) on Monday launched a nationwide ""Mobile Handset Recycling"" campaign for greener environment.",5,1
7/12/2017 0:00,Two Bangladeshi listed companies were included in the list of top 10 constituents of the MSCI Frontier Markets Asia Index in June this year. These two companies are: Square Pharmaceuticals which occupies 10.14 per cent weight of the index and Grameenphone which occupies 2.92 per cent of the index,5,1
7/12/2017 0:00,Two BD cos in top 10 of MSCI Frontier Asia Index:These two companies are: Square Pharmaceuticals which occupies 10.14 per cent weight of the index and Grameenphone which occupies 2.92 per cent of the index.,4,1
8/22/2017 0:00,"Random job cuts in recent months at a number of renowned ICT companies like Ericsson, Accenture and Grameenphone, often in the name of Voluntary Retirement Scheme (VRS), have prompted a sort of uncertainty in an otherwise growing tech industry of Bangladesh.",1,0
9/7/2017 0:00,"Stocks rebounded strongly on Thursday with the key index of the country’s premier bourse crossing the 6,100-mark, as investors bided their time on large-cap stocks. Square Pharmaceuticals topped the day’s turnover chart with 1.22 million shares worth Tk 353 million changing hands, followed by Premier Bank, City Bank, National Bank and LankaBangla Finance.",4,1
9/10/2017 0:00,"Morgan Stanley Capital International (MSCI)-designed Bangladesh Investable Market Index (IMI) showed an upward trend in the last month. The monthly review of the index showed that dividend yield of the MSCI Bangladesh IMI stood at 3 per cent at the end of August, 2017 while price earnings ratio reached 14.26 points. The report also mentioned that annual gross return stood at 27.92 per cent at the end of August while the same return for MSCI Frontier Market IMI stood at 21.90 per cent. The top-10 constituents of the index are:  Square Pharmaceuticals, Brac Bank, Grameenphone, Olympic Industries, Beximco Pharma, Lafarge Surma Cement, The City Bank, National Bank, BEXIMCO and Summit Power.",4,1
9/10/2017 0:00,"The top-10 constituents of the index are: Square Pharmaceuticals, Brac Bank, Grameenphone, Olympic Industries, Beximco Pharma, Lafarge Surma Cement, The City Bank, National Bank, BEXIMCO and Summit Power",4,1
9/19/2017 0:00,"Stocks close flat after bumpy ride:Block trade contributed Tk 736 million to the day’s total turnover where stocks like BATBC, Exim Bank, Grameenphone and IDLC Finance dominated the block trade board.",2,0
9/20/2017 0:00,"Tapping the potential of pharmaceutical industry. There are 257 registered companies in Bangladesh, 194 of which are in operation. However, the first 10 companies occupy 70 per cent market share and first 20 companies, 86.5 per cent market share.  The current market growth rate is 30 per cent with Square Pharmaceuticals being the market leader (18.8 per cent market share) followed by Incepta (10.2 per cent). At present, oncology drugs are imported but some of the local players like Renata and Acme have heavily invested in the segment. The local pharmaceutical market is very competitive. Square, Incepta and Beximco have already got US-FDA approval for drug exports.",5,1
9/24/2017 0:00,"Talented BD youths 'need global exposure':The eight startups pitched in front of a prestigious jury consisting of Tina Jabeen of Startup Bangladesh – IDEA, Kazi Hassan from Grameenphone",3,1
9/26/2017 0:00,"Two DU students win TYF Grand Finale:The top participants, who were selected through a stringent selection process, presented their final ideas to a jury of experts from Grameenphone and outside. ",4,1
10/6/2017 0:00,"Stocks extend losing spell for third day. Paramount Textile topped the DSE turnover chart with about 7.09 million shares worth Tk 254 million changing hands, followed by Beximco Pharma, City Bank, Square Pharma and MJL Bangladesh. ",3,1
10/6/2017 0:00,"Stocks extended the losing streak for the third straight session on Sunday as cautious investors continued their profit booking sell-off on sector specific issues.Analysts said the market witnessed another downbeat session as risk-averse investors continued with preferring to book quick gains on their investment over the recent price surge, while some were observing the market movement.Paramount Textile topped the DSE turnover chart with about 7.09 million shares worth Tk 254 million changing hands, followed by Beximco Pharma, City Bank, Square Pharma and MJL Bangladesh. ",3,1
10/17/2017 0:00,"The board of directors of Square Pharmaceuticals has recommended 35 per cent cash and 7.50 per cent stock dividend for the year ended on June 30, 2017, said an official disclosure on Tuesday. The board has also approved Tk 2.02 billion for BMRE (Balancing, Modernisation, Rehabilitation and Expansion), capital machineries and lands for future expansion.",4,1
10/19/2017 0:00,"Stocks rebound strongly riding on banks.Stocks rebounded strongly on Wednesday, snapping two-day losing streak with three indices and market of the major bourse hitting a record high.After witnessing a mild correction the previous two days, the Dhaka Stock Exchange (DSE) and the Chittagong Stock Exchange (CSE) opened higher. Square Pharmaceuticals also dominated the block trade board.",5,1
10/22/2017 0:00," Square Pharma, Appollo Ispat and United Power were the most-active shares in terms of value on the DSE.",4,1
10/22/2017 0:00,Two Bangladeshi listed companies were included in the list of top 10 constituents of the MSCI Frontier Markets Asia Index in June this year.These two companies are: Square Pharmaceuticals which occupies 10.14 per cent weight of the index and Grameenphone which occupies 2.92 per cent of the index.,5,1
10/22/2017 0:00,"The Dhaka bourse passed an eventful week that ended Thursday, as the core index of the prime bourse exceeded 6,100-mark for the first time since its inception in January 2013.Market insiders said after several futile attempts in last two weeks, DSEX finally budged up, exceeding 6,100 points level for the first time since its inception in more than four-and-a-half years ago.Other stocks like BATBC, Brac Bank, Exim Bank, Square Pharma, Renata, ACI, GP and IFAD Autos also dominated the block trade board.",5,1
10/23/2017 0:00,"Stocks witness lower participation of investors:LankaBangla Finance topped the turnover chart with a value of Tk 288 million followed by BBS Cables Tk 220 million, Rangpur Foundry Tk 181 million, Grameenphone Tk 154 million and IDLC Finance Tk 131 million.",2,0
10/24/2017 0:00,"Share of Bangladesh in the MSCI Frontier Market Asia Index stood at 17.33 per cent at the end of July this year.The index also showed that two Bangladeshi companies, Square Pharma and Grameenphone, are placed among the top 10 constituents of the index.",5,1
10/24/2017 0:00,"Morgan Stanley Capital International (MSCI)-designed Bangladesh Investable Market Index (IMI) showed an upward trend in the last month.The top-10 constituents of the index are:  Square Pharmaceuticals, Brac Bank, Grameenphone, Olympic Industries, Beximco Pharma, Lafarge Surma Cement, The City Bank, National Bank, BEXIMCO and Summit Power.",5,1
10/24/2017 0:00,"The prices of most of the shares on both bourses maintained the upward trend in early hour of trading Monday as investors continued their buying binge on large-cap issues.Lafarge Surma Cement led the turnover chart till then with shares worth Tk 196 million changing hands, closely followed by LankaBangla Finance Tk 98 million, Square Pharma Tk 89 million, Northern Jute Manufacturing Company Tk 47 million and Mithun Knitting Tk 38 million.",5,1
10/24/2017 0:00,"Stocks witnessed a marginal correction on Monday, snapping the record rally as late hours sale pressure wiped out all the early gains.LankaBangla Finance topped the turnover chart with about 7.18 million shares of Tk 457 million changing hands, closely followed by Lafarge Surma Cement, Square Pharmaceuticals, CMC Kamal and Premier Bank.",3,1
10/25/2017 0:00,"he board of directors of Square Pharmaceuticals Limited, the flagship company of Square Group, has approved merger of Square Formulations and Square Herbal & Nutraceuticals with the Square Pharmaceuticals. The board has also approved Tk 2.02 billion for BMRE (Balancing, Modernisation, Rehabilitation and Expansion), capital machineries and lands for future expansion.",4,1
10/25/2017 0:00,"Grameenphone, the lone listed mobile phone company’s share price continued to rise closing at Tk 445.70 on the DSE, the highest closing price after its listing.",5,1
10/26/2017 0:00,"Three mobile-phone operators-Grameenphone, Robi and Banglalink-are also among the big shots who received demand notices for payment of arrears worth Tk 231 million, according to the first-quarter (July-September) report of the LTU under the VAT wing.",1,0
11/8/2017 0:00,Stocks extended the gaining streak for the three consecutive sessions Wednesday as investors took position on banks and Grameenphone shares.,4,1
11/12/2017 0:00,"Stocks rebounded strongly on Thursday with the key index of the country’s premier bourse crossing the 6,100-mark, as investors bided their time on large-cap stocks.Square Pharmaceuticals topped the day’s turnover chart with 1.22 million shares worth Tk 353 million changing hands, followed by Premier Bank, City Bank, National Bank and LankaBangla Finance.",5,1
11/13/2017 0:00,"IFAD Autos dominated the turnover chart with 3.72 million shares of Tk 510 million changing hands, closely followed by Dhaka bank, AB Bank, Grameenphone and City Bank.",4,1
11/14/2017 0:00,"Mobile users now over 140m, claims BTRC:Grameenphone is the largest operator with 6,38,42,000 clients.",4,1
11/15/2017 0:00,"GP, the country’s largest market-cap listed company’s shares price fell 2.76 per cent to close at Tk 486.10 each after recent upsurge.",1,0
11/15/2017 0:00,Square Pharmaceuticals topped the day’s turnover chart with 1.36 million shares of more than Tk 399 million changing hands,4,1
11/15/2017 0:00,Square Pharma was the most traded stocks till then with shares worth Tk 110 million changing hands,4,1
11/15/2017 0:00,"GP, the country’s largest market-cap listed company’s shares price fell 2.76 per cent to close at Tk 486.10 each after recent upsurge",1,0
11/17/2017 0:00,Grameenphone to bring iPhoneX from Dec 1,5,1
11/20/2017 0:00,"Stocks extended rally for the second consecutive session on Monday, while the key index of the prime bourse DSEX and Shariah index hit all-time record high. AB Bank topped the turnover chart with a value of Tk 857 million, followed by LankaBangla Finance, Dhaka Bank, Square Pharma, and Shahjalal Islami Bank.",3,1
11/20/2017 0:00,"Trading on the country’s two bourses -- Dhaka Stock Exchange (DSE) and Chittagong Stock Exchange (CSE) -- is underway with upward trends of share-price indices on Sunday, the first session of the week. LankaBangla Finance Limited topped the turnover leaders with shares worth Tk 510.56 million changing hands till then, followed by BBS Cables, City Bank, Square Pharmaceuticals, BD, Thai Aluminum and Confidence Cement.",4,1
11/20/2017 0:00,"""Grameenphone being the largest technology company in the country feels responsible to make sure that the country develops its digital ecosystem."" Kazi said.",3,1
11/21/2017 0:00,"DSE, CSE witness bullish trend at opening. AB Bank was the most traded stocks till then with shares worth Tk 558 million changing hands, followed by Lanka Bangla with Tk 342 million, Square Pharma with Tk 236 million, and Dhaka Bank with Tk 223 million.",4,1
11/24/2017 0:00,"Top ten cos grab 36pc turnover. Square Pharmaceuticals posted a turnover of Tk 242 million, capturing 2.8 per cent of the market turnover. The company's share fell 0.13 per cent to close at Tk 305.50.",2,0
11/24/2017 0:00,"Square Pharmaceuticals posted a turnover of Tk 242 million, capturing 2.8 per cent of the market turnover.The company's share fell 0.13 per cent to close at Tk 305.50.",4,1
11/25/2017 0:00,"Stocks witnessed yet another bullish week, extending the gaining streak for the fourth straight week, as investors continued their buying appetite on sector-wise issues amid optimism. Block trade contributed 2.40 per cent to the total weekly turnover, where stocks like Shahjalal Islami Bank, Olympic Industries, Grameenphone, Singer Bangladesh and Square Pharma dominated the block trade board. LankaBangla Finance topped the week's turnover chart with 64.37 million shares of Tk 4.37 billion changing hands, closely followed by AB Bank with Tk 2.02 billion, Dhaka Bank Tk 1.68 billion, Shahjalal Islami Bank Tk 1.51 billion and Square Pharmaceuticals Tk 1.49 billion.",4,1
11/26/2017 0:00,"Grameenphone GOT BBF distributes Best Brand Award, 2017",5,1
11/29/2017 0:00,"4G launch in January: Tarana:Grameenphone has the highest allocation of 32 MHz spectrum, state-owned Teletalk 25.2 MHz, Banglalink 20 MHz, and Airtel-Robi merger has 39.8 MHz. However, the BTRC plans to take away 5 Mhz from the Airtel-Robi merger",5,1
11/30/2017 0:00,"Stocks extended the gaining streak for the second day in a row on Thursday as some optimistic investors showed their buying appetite on bank and telecom issues. Brac Bank topped the turnover chart with 4.17 million shares of nearly Tk 455 million changing hands, followed by Standard Bank, Square Pharma, AB Bank and Grameenphone.",4,1
